ID;Nome Completo;Idade;CPF;Sexo;Estado Civil;E-mail;Telefone;Cidade;Estado;Marca;Modelo;Ano_fabricacao;Cor;Valor_venda;Data_venda;Forma_pagamento;Custo_aquisicao;Custo_reparos;Lucro;Data_entrada_estoque;Dias_estoque;Vendedor;Origem_lead;NPS_cliente;Status_pagamento
10771;Isadora Fonseca;23;729.063.451-99;Feminino;Divorciado;heloisa61@example.com;+55 61 5636-5949;Sampaio do Sul;AL;Fiat;Fiorino;2016;Cinza;134449,41;2024-10-17;À vista;99240,56;7414,0;27794,850000000006;2023-08-03;441;Ian Pereira;Redes Sociais;6;Pago
10772;Apollo Barbosa;42;960.142.735-06;Masculino;Viúvo;vitor-gabrielnovaes@example.net;81 3785-0941;Nunes;GO;Peugeot;308;2020;Azul;220514,33;2025-03-27;Leasing;182078,82;0,0;38435,50999999998;2023-11-11;502;Davi Lucca Novaes;Indicação;2;Pago
10773;Henry Souza;30;245.976.318-28;Masculino;Divorciado;vda-rosa@example.com;0900-600-7233;Casa Grande do Campo;MT;Fiat;Fiorino;2014;Vermelho;82171,61;2025-04-15;Leasing;59283,63;0,0;22887,980000000003;2024-03-09;402;Sra. Emanuelly da Cunha;Site;5;Cancelado
10774;João Felipe Mendes;53;592.378.064-00;Masculino;Divorciado;jcavalcanti@example.com;+55 (084) 4644 1469;da Cruz do Oeste;MS;Citroen;Basalt;2018;Vermelho;60910,24;2024-07-26;Financiamento;43213,35;1229,57;16467,32;2024-05-11;76;Luna Lima;Site;9;Cancelado
10775;Thiago Cunha;66;521.674.908-01;Masculino;Viúvo;ddias@example.com;+55 61 0330 9328;Barros;RR;Volskwagen;Amarok;2019;Branco;139231,22;2024-08-27;À vista;124865,13;0,0;14366,089999999997;2024-05-29;90;Dr. Renan Jesus;Outros;7;Pago
10776;Stella Fonseca;41;468.017.932-50;Feminino;Divorciado;vianarebeca@example.org;31 7100-2475;Casa Grande;PE;Toyota;Corolla Cross;2017;Cinza;33506,57;2025-01-17;Financiamento;28631,99;0,0;4874,579999999998;2024-11-03;75;Dr. Renan Jesus;Redes Sociais;8;Cancelado
10777;Benjamin Sampaio;30;514.072.938-50;Masculino;Casado;gael-henrique30@example.org;+55 (081) 4268 3765;Brito de Costa;PR;Honda;HR-V;2016;Branco;124682,96;2025-01-31;Financiamento;103525,88;6375,56;14781,52;2024-12-29;33;Alexia Cavalcanti;Indicação;7;Em Atraso
10778;Sabrina Santos;54;806.154.293-51;Feminino;Casado;montenegrobianca@example.org;0500 219 0050;Cirino do Oeste;AC;Citroen;C4 Grand Picasso;2021;Branco;245786,13;2024-06-01;À vista;209047,75;4063,04;32675,340000000004;2024-02-06;116;Davi Lucca Novaes;Redes Sociais;4;Pago
10779;Valentim Gonçalves;27;072.189.654-58;Masculino;Casado;arthurribeiro@example.net;0500 426 1417;Cassiano de Melo;RS;Citroen;Aircross;2016;Verde;110741,69;2024-05-29;Financiamento;96746,41;7549,65;6445,629999999999;2023-07-03;331;Sra. Emanuelly da Cunha;Redes Sociais;2;Cancelado
10780;Antonella Freitas;42;472.918.056-94;Feminino;Divorciado;vsilveira@example.net;+55 31 2668-2903;Peixoto da Serra;RO;Hyundai;Tucson;2014;Branco;113109,93;2024-09-04;Leasing;91240,16;7279,12;14590,64999999999;2024-03-25;163;Sara Pinto;Redes Sociais;5;Cancelado
10781;Mateus Costela;52;764.315.829-00;Masculino;Viúvo;daniloazevedo@example.net;+55 (041) 2473-1398;Santos;RS;Peugeot;3008;2021;Azul;130843,91;2024-06-14;Leasing;105514,11;9213,48;16116,320000000003;2023-07-16;334;Dr. Renan Jesus;Redes Sociais;9;Pago
10782;Joaquim Nunes;27;216.987.503-40;Masculino;Solteiro;dnogueira@example.net;(021) 8032 7451;Gonçalves de Goiás;DF;Peugeot;208;2020;Branco;35136,6;2024-04-27;Leasing;27092,21;3695,98;4348,41;2023-05-12;351;Davi Lucca Novaes;Feira;4;Pago
10783;Bernardo Ribeiro;66;698.207.134-04;Masculino;Casado;anthony-gabrielcamargo@example.com;0800-150-3041;Oliveira de Cavalcante;TO;Peugeot;3008;2018;Branco;174417,66;2024-07-01;Leasing;143420,09;2895,48;28102,090000000007;2024-03-01;122;Emilly Gonçalves;Feira;1;Pago
10784;Kamilly Ramos;34;650.342.897-92;Feminino;Divorciado;kmacedo@example.com;(051) 6514-6539;Montenegro;CE;Peugeot;3008;2017;Branco;219721,21;2025-03-29;Financiamento;183291,67;0,0;36429,53999999998;2024-08-09;232;Sara Pinto;Redes Sociais;5;Em Atraso
10785;Melina Cavalcanti;57;815.493.062-51;Feminino;Divorciado;barbara33@example.com;+55 41 9773-4912;Lima;MS;Ford;Ranger;2019;Vermelho;208740,06;2024-05-14;À vista;182014,02;4380,02;22346,020000000008;2023-11-15;181;Paulo Castro;Outros;9;Pago
10786;João Vieira;64;560.398.174-10;Masculino;Divorciado;ravicavalcante@example.org;+55 (071) 8781-6765;Melo;GO;Fiat;Pulse;2019;Branco;129200,66;2024-10-17;À vista;90775,29;1810,36;36615,01000000001;2024-01-10;281;Emilly Gonçalves;Site;4;Pago
10787;Francisco da Mota;42;435.908.716-01;Masculino;Casado;isaac42@example.net;71 4893-9622;Andrade das Flores;ES;Hyundai;HB20;2014;Preto;173470,5;2024-07-30;Leasing;128149,84;9594,21;35726,450000000004;2024-05-30;61;Emilly Gonçalves;Feira;9;Pago
10788;Hellena Lopes;59;186.207.953-68;Feminino;Viúvo;mateus46@example.org;(061) 8827-9676;Azevedo;PR;Peugeot;Partner;2013;Branco;146350,8;2025-03-15;À vista;103143,43;4750,07;38457,299999999996;2023-12-04;467;Davi Lucca Novaes;Site;7;Pago
10789;Anthony Ramos;26;261.738.405-53;Masculino;Casado;ribeiroana-clara@example.net;0500-797-3995;Rezende Paulista;MS;Volskwagen;Voyage;2023;Azul;219079,25;2024-12-01;Leasing;186510,27;0,0;32568,98000000001;2024-06-08;176;Dr. Renan Jesus;Outros;8;Cancelado
10790;Brayan da Luz;64;836.157.049-75;Masculino;Solteiro;pedro-lucas36@example.org;+55 51 3820 3538;Gomes de Ramos;PI;Peugeot;Partner;2023;Preto;177035,91;2024-08-10;Leasing;157742,95;7590,34;11702,619999999992;2023-12-14;240;Luana Santos;Indicação;4;Pago
10791;Luan Sales;43;796.208.315-86;Masculino;Casado;barbosahenry-gabriel@example.com;+55 11 0670-3965;Sales da Mata;CE;Honda;City;2014;Azul;200317,01;2025-03-16;Financiamento;165087,96;8455,96;26773,09000000002;2024-01-26;415;Alexia Cavalcanti;Site;4;Pago
10792;Noah Lopes;24;169.527.803-86;Masculino;Solteiro;marcos-viniciusmendes@example.com;71 0357-9539;da Cunha da Mata;BA;Volskwagen;Voyage;2013;Cinza;65351,93;2025-01-01;À vista;49700,85;3086,97;12564,110000000002;2023-07-06;545;Luana Santos;Redes Sociais;3;Pago
10793;Evelyn Correia;18;327.094.681-31;Feminino;Casado;pda-conceicao@example.net;+55 41 2086 6649;Aragão de Pereira;RN;Citroen;Basalt;2020;Branco;33968,95;2024-05-16;Financiamento;25319,22;793,03;7856,699999999996;2023-08-15;275;Sara Pinto;Feira;10;Pago
10794;Francisco Vieira;39;468.593.170-00;Masculino;Divorciado;mbarros@example.com;(021) 6673-9179;Pires Paulista;CE;Volskwagen;Up;2013;Prata;205973,85;2024-06-11;À vista;179858,24;4779,44;21336,170000000016;2023-09-18;267;Luana Santos;Outros;2;Pago
10795;Maria Eduarda Campos;63;981.605.247-49;Feminino;Viúvo;alexia26@example.org;+55 71 9366-6163;Vargas;AM;Citroen;C4;2021;Branco;34286,59;2024-05-03;Leasing;26607,9;5769,93;1908,7599999999948;2023-11-30;155;Davi Lucca Novaes;Feira;4;Em Atraso
10796;Jade Andrade;33;598.064.731-75;Feminino;Viúvo;lopesleonardo@example.org;+55 11 0556 5055;Pinto;MS;Citroen;C3;2018;Verde;175778,32;2025-03-10;Financiamento;154916,08;7018,96;13843,28000000002;2025-01-11;58;Davi Lucca Novaes;Busca Direta;1;Em Atraso
10797;Ravi Vasconcelos;43;180.352.947-41;Masculino;Solteiro;lunna87@example.com;+55 21 0163 3029;Sales do Sul;MA;Citroen;C4;2023;Vermelho;165400,59;2024-08-25;À vista;146390,06;0,0;19010,53;2023-10-20;310;Emilly Gonçalves;Busca Direta;7;Pago
10798;Bento Guerra;63;072.658.493-29;Masculino;Solteiro;melina84@example.com;31 5754-1653;Rios Grande;AC;Volskwagen;Virtus;2023;Vermelho;206218,07;2025-01-12;Financiamento;175104,15;9981,91;21132,010000000013;2025-01-08;4;Sara Pinto;Busca Direta;6;Em Atraso
10799;Benjamim das Neves;30;357.986.412-28;Masculino;Casado;kevin18@example.com;(061) 2708 4802;Carvalho do Norte;AP;Peugeot;308;2018;Azul;208846,96;2025-01-10;À vista;178281,76;8712,79;21852,40999999998;2024-12-24;17;Luna Lima;Outros;8;Pago
10800;Lunna da Paz;41;268.507.194-67;Feminino;Divorciado;smoreira@example.com;+55 (011) 4617 0291;Barbosa das Pedras;SP;Honda;Civic;2022;Verde;41932,89;2025-04-01;À vista;36135,98;0,0;5796,909999999996;2023-06-07;664;Paulo Castro;Indicação;2;Pago
10801;Arthur Miguel Camargo;56;567.914.083-75;Masculino;Viúvo;zoe13@example.net;(021) 9063-1479;Cunha de da Cruz;AL;Citroen;Aircross;2021;Vermelho;124969,46;2024-11-17;À vista;94327,17;1584,48;29057,81000000001;2023-05-22;545;Alexia Cavalcanti;Indicação;9;Pago
10802;Leandro da Rocha;21;314.527.098-23;Masculino;Divorciado;yasminmoura@example.org;(041) 9058 0045;da Rosa dos Dourados;PB;Citroen;C4;2017;Cinza;44011,75;2024-09-02;À vista;35541,48;2613,32;5856,949999999997;2024-06-18;76;Sara Pinto;Indicação;1;Pago
10803;Luiz Otávio da Luz;29;965.812.743-64;Masculino;Divorciado;peixotostella@example.net;(071) 7180 7672;Jesus;PR;Fiat;500e;2023;Branco;170607,31;2024-10-27;Financiamento;153377,97;4851,38;12377,959999999995;2024-08-02;86;Alexia Cavalcanti;Redes Sociais;7;Cancelado
10804;Laura da Mota;32;235.106.749-52;Feminino;Viúvo;fernanda02@example.net;31 5084-5087;Vargas;PB;Honda;HR-V;2016;Verde;129171,36;2024-09-14;Financiamento;113901,68;0,0;15269,680000000008;2024-01-06;252;Sara Pinto;Indicação;5;Cancelado
10805;Maria Sophia Câmara;59;302.865.147-53;Feminino;Solteiro;fmacedo@example.net;0500 000 5600;da Mota;PB;Peugeot;208;2023;Branco;168140,83;2024-07-13;Leasing;127108,55;0,0;41032,279999999984;2023-04-21;449;Luana Santos;Indicação;3;Pago
10806;Calebe Castro;39;913.462.750-25;Masculino;Divorciado;camargomatteo@example.org;(051) 8511 1276;Rios;AP;Volskwagen;Saveiro;2017;Prata;226454,23;2024-12-21;Financiamento;167771,41;0,0;58682,82000000001;2023-09-24;454;Alexia Cavalcanti;Outros;8;Em Atraso
10807;Pietra Montenegro;64;052.476.183-35;Feminino;Solteiro;ana-liviamachado@example.com;0800 460 7971;da Luz;RO;Fiat;Argo;2018;Prata;62273,71;2024-11-16;Financiamento;44401,6;7429,06;10443,05;2024-02-10;280;Paulo Castro;Redes Sociais;7;Cancelado
10808;Anthony das Neves;33;480.753.219-79;Masculino;Casado;alicia64@example.com;+55 (031) 9343 0509;Pimenta Paulista;AL;Ford;Ecosport;2019;Branco;168687,72;2025-04-08;À vista;150628,07;4550,43;13509,219999999994;2024-07-23;259;Ian Pereira;Redes Sociais;6;Pago
10809;Bruna da Mota;48;238.751.690-77;Feminino;Casado;danielapastor@example.org;+55 51 7815 0721;Pastor;MS;Ford;Ka;2021;Prata;245550,44;2024-05-17;Financiamento;176292,07;572,48;68685,89;2023-05-03;380;Sra. Emanuelly da Cunha;Redes Sociais;1;Pago
10810;Davi Miguel Dias;57;861.249.537-73;Masculino;Viúvo;sarahmendonca@example.org;0500-983-1459;Cassiano;AL;Peugeot;308;2021;Branco;198280,71;2024-06-22;Financiamento;175394,05;666,89;22219,770000000004;2024-04-12;71;Davi Lucca Novaes;Feira;5;Em Atraso
10811;Ana Clara Dias;57;580.721.639-30;Feminino;Solteiro;tborges@example.net;31 7491 2715;Cavalcante;RR;Citroen;Aircross;2021;Cinza;209789,07;2025-01-16;Financiamento;150422,89;3372,34;55993,84;2024-12-07;40;Ian Pereira;Busca Direta;8;Em Atraso
10812;Lara Nogueira;41;827.149.650-67;Feminino;Solteiro;camargoenzo-gabriel@example.com;(031) 7771-8346;Sá;MA;Honda;Fit;2022;Branco;230936,99;2025-03-21;Financiamento;194534,08;3004,12;33398,79;2024-04-15;340;Sra. Emanuelly da Cunha;Redes Sociais;10;Pago
10813;Gabriela Casa Grande;33;839.172.645-28;Feminino;Viúvo;josueborges@example.org;0900-977-4646;Fonseca de Goiás;RN;Ford;Ka Sedan;2016;Branco;196043,91;2024-05-17;Financiamento;165516,12;0,0;30527,790000000008;2023-07-14;308;Davi Lucca Novaes;Redes Sociais;7;Cancelado
10814;Francisco Vargas;63;974.031.865-75;Masculino;Viúvo;lporto@example.com;0500-066-2180;Duarte;MG;Toyota;Camry;2017;Branco;217543,11;2025-02-11;Leasing;153756,07;3224,87;60562,16999999998;2024-12-11;62;Dr. Renan Jesus;Indicação;10;Cancelado
10815;Júlia Teixeira;51;980.215.734-14;Feminino;Viúvo;riosenzo-gabriel@example.org;84 9423 5865;Gonçalves do Sul;SC;Peugeot;2008;2015;Branco;57237,68;2024-12-01;Financiamento;49928,19;5177,97;2131,5199999999977;2024-07-14;140;Sra. Emanuelly da Cunha;Busca Direta;1;Cancelado
10816;Bryan Costa;67;708.954.362-56;Masculino;Casado;lorenzo09@example.com;+55 41 4435 9434;Sousa;PI;Citroen;Aircross;2013;Branco;229806,27;2024-09-02;À vista;178651,03;1264,26;49890,97999999999;2023-06-27;433;Ian Pereira;Busca Direta;2;Pago
10817;Emanuel da Rosa;61;965.178.320-68;Masculino;Casado;heitor52@example.net;71 2607-1542;Monteiro da Serra;PE;Ford;Ranger;2022;Cinza;31879,68;2024-08-31;Financiamento;24922,0;0,0;6957,68;2024-07-25;37;Ian Pereira;Feira;3;Pago
10818;Vinícius Almeida;18;523.807.961-30;Masculino;Solteiro;theodoro89@example.org;+55 61 0320 8674;da Rocha;SC;Fiat;Fiorino;2016;Vermelho;113212,3;2025-03-09;Financiamento;92098,73;7494,19;13619,380000000008;2024-10-28;132;Paulo Castro;Indicação;1;Em Atraso
10819;Isadora Lopes;43;915.327.480-60;Feminino;Viúvo;melissacavalcante@example.org;+55 (021) 5026 8003;Guerra de Alves;MA;Volskwagen;Virtus;2016;Azul;38380,17;2025-02-21;Financiamento;27156,31;0,0;11223,859999999997;2024-04-29;298;Alexia Cavalcanti;Site;10;Em Atraso
10820;Giovanna Macedo;26;508.364.927-65;Feminino;Divorciado;caio27@example.org;0500-042-0522;Moura Alegre;GO;Ford;Ranger;2019;Verde;41473,16;2024-12-05;Leasing;34684,33;0,0;6788,830000000002;2024-09-26;70;Ian Pereira;Outros;7;Pago
10821;Ravy Caldeira;18;975.140.638-20;Masculino;Divorciado;fogacaraul@example.org;+55 61 2190-1680;Viana do Galho;MS;Ford;Ka Sedan;2016;Branco;132154,36;2024-08-12;Financiamento;95211,31;6866,67;30076,37999999999;2023-07-04;405;Ian Pereira;Redes Sociais;3;Cancelado
10822;Melina Silveira;23;943.160.527-99;Feminino;Viúvo;pereiramaria-isis@example.com;84 2960 0568;Duarte da Serra;DF;Peugeot;208;2019;Vermelho;66594,12;2024-10-18;À vista;53887,16;6863,32;5843,639999999992;2024-05-24;147;Luana Santos;Outros;7;Pago
10823;Fernanda da Conceição;66;395.641.820-42;Feminino;Viúvo;mourasarah@example.com;(081) 5113 1778;Freitas do Campo;RS;Volskwagen;Amarok;2022;Verde;218305,24;2024-06-18;Financiamento;185698,73;6160,32;26446,18999999998;2023-11-02;229;Sara Pinto;Outros;7;Cancelado
10824;Liz Silveira;50;795.216.830-40;Feminino;Viúvo;rodrigo73@example.org;(021) 1345 9989;Abreu Paulista;SE;Citroen;C4 Grand Picasso;2014;Cinza;162231,8;2024-06-24;Financiamento;119663,07;0,0;42568,72999999998;2024-02-21;124;Sra. Emanuelly da Cunha;Outros;1;Cancelado
10825;Leonardo Viana;41;798.064.315-10;Masculino;Viúvo;alicia53@example.org;(041) 5656 3145;Jesus;MT;Citroen;Aircross;2013;Branco;200787,68;2025-03-05;Financiamento;173504,54;9484,76;17798,379999999983;2024-06-26;252;Dr. Renan Jesus;Outros;4;Pago
10826;Fernando Pacheco;60;215.478.960-94;Masculino;Casado;cnunes@example.net;+55 84 5772 1858;Mendes de Novaes;PA;Citroen;C4;2017;Vermelho;116238,23;2024-11-15;À vista;94868,19;9772,34;11597,699999999993;2023-04-29;566;Alexia Cavalcanti;Redes Sociais;4;Pago
10827;Gael Henrique Rocha;52;627.394.580-29;Masculino;Casado;daniel56@example.org;(031) 7027 7328;Montenegro da Prata;SC;Ford;Ecosport;2014;Branco;104275,9;2025-03-27;Financiamento;76969,09;3247,57;24059,239999999998;2024-02-03;418;Alexia Cavalcanti;Site;4;Pago
10828;Léo Azevedo;68;105.389.672-77;Masculino;Casado;davi-miguelpires@example.net;+55 (081) 5520 3036;Araújo do Amparo;PA;Honda;City;2014;Branco;41169,07;2025-02-03;À vista;31684,63;9479,6;4,8399999999983265;2024-09-24;132;Luna Lima;Site;9;Pago
10829;Heitor da Cunha;53;735.940.612-99;Masculino;Casado;bribeiro@example.com;0900 436 3031;Moraes;AL;Volskwagen;T-Cross;2013;Cinza;83726,46;2024-09-06;À vista;68976,03;4048,01;10702,420000000007;2023-11-04;307;Sra. Emanuelly da Cunha;Feira;6;Pago
10830;Sara Garcia;39;941.273.680-04;Feminino;Viúvo;cassianoolivia@example.com;51 0981 5027;da Mata;PA;Peugeot;308;2015;Vermelho;184279,28;2025-03-24;Financiamento;159088,93;8890,25;16300,100000000006;2025-01-08;75;Emilly Gonçalves;Feira;3;Em Atraso
10831;Giovanna das Neves;36;438.172.506-90;Feminino;Viúvo;ana-livia13@example.net;(084) 5375 2076;Campos;RN;Ford;Ranger;2019;Prata;161173,56;2024-11-09;Financiamento;134986,98;7353,73;18832,849999999988;2024-05-29;164;Davi Lucca Novaes;Outros;2;Em Atraso
10832;Maria Luiza Castro;36;587.201.963-77;Feminino;Casado;qsantos@example.net;+55 81 4020 7945;Novais;SE;Chevrolet;Cruze;2021;Vermelho;196838,22;2024-11-30;Leasing;140462,42;5450,69;50925,109999999986;2024-10-24;37;Ian Pereira;Outros;7;Cancelado
10833;Lívia das Neves;24;317.460.852-07;Feminino;Viúvo;leonardo06@example.com;(041) 0910-4415;Pacheco;PI;Chevrolet;Prisma;2013;Cinza;209535,46;2024-12-12;Leasing;187344,73;5689,44;16501,289999999983;2024-10-20;53;Sra. Emanuelly da Cunha;Site;10;Pago
10834;Júlia Alves;26;487.590.132-14;Feminino;Solteiro;mazevedo@example.org;+55 61 9204-1856;Souza da Prata;SP;Volskwagen;Up;2013;Branco;151967,33;2024-06-12;Leasing;133162,41;9008,07;9796,849999999984;2024-01-14;150;Sara Pinto;Site;4;Cancelado
10835;Theo Machado;63;630.275.189-68;Masculino;Solteiro;fmacedo@example.com;31 7497-5287;Nunes do Amparo;AP;Citroen;Basalt;2015;Vermelho;239668,37;2024-07-02;Financiamento;175203,49;0,0;64464,880000000005;2023-07-04;364;Sra. Emanuelly da Cunha;Redes Sociais;5;Cancelado
10836;Pedro Lucas Pereira;26;714.268.539-55;Masculino;Solteiro;enzo90@example.org;+55 71 7843-6079;Borges;RJ;Peugeot;208;2019;Vermelho;41461,43;2024-06-09;Financiamento;32487,31;6200,25;2773,869999999999;2023-07-08;337;Davi Lucca Novaes;Indicação;5;Em Atraso
10837;Pedro Henrique Albuquerque;53;684.137.529-73;Masculino;Divorciado;julianarocha@example.org;+55 (011) 9815 5360;Teixeira das Flores;PB;Citroen;C4 Grand Picasso;2018;Prata;234068,0;2025-03-09;Leasing;210521,98;2566,42;20979,59999999999;2023-09-11;545;Emilly Gonçalves;Indicação;8;Cancelado
10838;Esther Moura;67;689.123.057-86;Feminino;Solteiro;da-costaisis@example.org;(084) 7560 5892;da Cunha da Prata;AP;Jeep;Cherokee;2022;Vermelho;105425,76;2024-05-25;Financiamento;81454,35;3097,63;20873,779999999988;2023-08-19;280;Alexia Cavalcanti;Feira;2;Em Atraso
10839;Luan da Mota;18;702.451.386-17;Masculino;Casado;luiz-henrique85@example.org;(021) 4767-7504;Alves Grande;PE;Volskwagen;Up;2018;Cinza;186489,96;2024-04-24;Financiamento;166272,55;1029,95;19187,460000000003;2024-02-12;72;Luna Lima;Redes Sociais;5;Pago
10840;Jade Moraes;64;759.841.203-05;Feminino;Casado;da-cunhadaniel@example.com;+55 84 2029-3834;Azevedo;DF;Ford;Focus;2023;Cinza;225911,44;2025-02-08;Leasing;190708,14;9051,32;26151,97999999999;2023-11-04;462;Dr. Renan Jesus;Feira;3;Cancelado
10841;Gabriela Castro;50;982.574.130-97;Feminino;Casado;josuepeixoto@example.com;71 5707 4440;da Mota da Mata;SP;Volskwagen;Virtus;2013;Vermelho;136302,14;2025-02-21;Leasing;106158,44;2645,55;27498,150000000012;2024-10-06;138;Paulo Castro;Feira;4;Pago
10842;Eloah Caldeira;63;983.250.476-74;Feminino;Solteiro;estercorreia@example.org;31 1062 4352;Fogaça;SE;Peugeot;3008;2022;Vermelho;100924,42;2024-10-29;À vista;87280,39;8296,3;5347,73;2023-10-07;388;Ian Pereira;Site;10;Pago
10843;Ana Júlia Rocha;23;538.079.216-21;Feminino;Solteiro;vcastro@example.org;+55 (011) 2616 9090;Sá do Norte;RN;Volskwagen;Gol;2019;Branco;93003,33;2025-04-08;Financiamento;81641,02;0,0;11362,309999999998;2023-08-31;586;Alexia Cavalcanti;Feira;6;Cancelado
10844;Ryan Marques;32;407.821.659-58;Masculino;Divorciado;hfogaca@example.org;(084) 6065 0876;Montenegro;TO;Honda;HR-V;2014;Prata;157137,25;2024-07-03;À vista;135960,69;9514,56;11661,999999999998;2023-06-25;374;Sara Pinto;Busca Direta;9;Pago
10845;João Miguel Moraes;65;954.708.632-47;Masculino;Divorciado;valentim74@example.net;+55 31 1014-0088;Sá de Pacheco;RN;Honda;City;2014;Branco;228806,89;2024-07-14;Leasing;172335,55;2256,98;54214,36000000002;2023-06-25;385;Ian Pereira;Busca Direta;7;Em Atraso
10846;Eloah Montenegro;43;160.249.587-49;Feminino;Divorciado;antonellaazevedo@example.com;41 0756-7431;Macedo;DF;Citroen;Basalt;2019;Cinza;233263,6;2025-02-07;Financiamento;199982,73;1132,92;32147,949999999997;2024-01-06;398;Luana Santos;Busca Direta;2;Cancelado
10847;Dante Guerra;21;730.642.981-78;Masculino;Viúvo;ravi-luccafernandes@example.net;+55 31 3251 5777;Moura de Castro;ES;Citroen;C4 Grand Picasso;2020;Vermelho;32634,6;2024-11-01;À vista;24620,34;9338,18;-1323,920000000002;2024-05-31;154;Luna Lima;Feira;4;Pago
10848;Sara Cavalcante;19;961.783.524-09;Feminino;Viúvo;novaisheloisa@example.net;+55 (041) 8627 3097;Cirino;ES;Chevrolet;Cruze;2019;Prata;106702,72;2024-12-13;Financiamento;94156,73;0,0;12545,990000000005;2023-04-24;599;Sra. Emanuelly da Cunha;Feira;2;Em Atraso
10849;Pedro Lucas da Paz;63;046.295.813-24;Masculino;Casado;allana55@example.org;+55 (031) 6514-9878;Carvalho;RR;Citroen;C4 Grand Picasso;2020;Preto;207596,18;2024-08-04;Financiamento;173321,37;3694,97;30579,839999999997;2023-07-20;381;Dr. Renan Jesus;Indicação;1;Pago
10850;Maria Julia Pacheco;35;028.915.346-89;Feminino;Casado;ramosyan@example.net;+55 (061) 4628-6487;Farias;PI;Peugeot;308;2021;Branco;176549,8;2025-03-21;Financiamento;128604,96;4104,05;43840,78999999998;2025-01-14;66;Sra. Emanuelly da Cunha;Outros;10;Cancelado
10851;Isis da Rosa;61;506.739.814-01;Feminino;Viúvo;fsilveira@example.net;31 8221 4865;Silva Grande;TO;Honda;HR-V;2017;Verde;142280,61;2024-05-06;Leasing;104209,7;0,0;38070,90999999999;2023-12-28;130;Sara Pinto;Redes Sociais;10;Cancelado
10852;Emanuelly Vargas;67;965.240.738-00;Feminino;Casado;heitor55@example.net;+55 71 8278 1016;Albuquerque Verde;MG;Ford;Ecosport;2014;Branco;119841,52;2024-10-05;Financiamento;94068,52;1468,92;24304,08;2023-11-13;327;Davi Lucca Novaes;Indicação;6;Cancelado
10853;Raquel Castro;47;236.841.790-78;Feminino;Divorciado;sophia74@example.net;0800-106-9274;Peixoto;RO;Peugeot;2008;2023;Vermelho;245952,15;2024-09-25;À vista;219566,82;8582,29;17803,039999999986;2024-06-06;111;Luna Lima;Indicação;6;Pago
10854;Maria Cecília Teixeira;18;093.425.167-34;Feminino;Solteiro;ecavalcante@example.net;0800 282 7310;Moraes;RR;Honda;Fit;2017;Vermelho;66772,75;2024-05-05;Leasing;56725,84;0,0;10046,910000000003;2023-05-13;358;Sra. Emanuelly da Cunha;Indicação;10;Cancelado
10855;Emanuella da Paz;54;253.964.870-38;Feminino;Divorciado;ravi-lucca49@example.net;+55 (084) 7672-5587;Macedo de Silva;MA;Honda;HR-V;2016;Preto;220718,81;2024-11-07;Leasing;158037,76;0,0;62681,04999999999;2024-09-12;56;Ian Pereira;Feira;9;Cancelado
10856;Antônio Jesus;29;541.632.978-55;Masculino;Divorciado;barbosaevelyn@example.org;+55 (031) 5343 3563;Lopes de Fernandes;AL;Peugeot;2008;2018;Branco;220320,92;2024-09-05;Leasing;186021,26;4801,68;29497,980000000003;2023-06-13;450;Emilly Gonçalves;Feira;3;Pago
10857;Caroline Araújo;20;510.498.637-39;Feminino;Solteiro;brayanborges@example.net;+55 71 3897 0827;Alves;SC;Fiat;Pulse;2023;Azul;206378,75;2025-03-04;Leasing;171860,66;6993,28;27524,809999999998;2024-03-09;360;Alexia Cavalcanti;Feira;7;Em Atraso
10858;Luna Gomes;23;703.145.698-39;Feminino;Divorciado;mendoncaarthur@example.org;(021) 3615 0699;da Mata;PE;Peugeot;308;2023;Prata;175055,34;2025-03-05;À vista;157402,55;0,0;17652,790000000008;2024-02-03;396;Dr. Renan Jesus;Redes Sociais;2;Pago
10859;Bruno Castro;26;718.345.092-97;Masculino;Divorciado;siqueiraigor@example.org;+55 (021) 7110-1824;Ribeiro de da Cunha;AM;Ford;Ka;2014;Branco;209875,77;2024-06-09;Financiamento;162484,85;0,0;47390,919999999984;2024-01-24;137;Paulo Castro;Site;9;Pago
10860;Gael Caldeira;44;913.205.647-80;Masculino;Divorciado;andregoncalves@example.net;+55 71 8990 6565;Mendonça Paulista;PA;Jeep;Renegade;2017;Branco;207587,92;2025-03-11;Financiamento;180642,77;5373,19;21571,960000000025;2023-09-24;534;Davi Lucca Novaes;Feira;5;Cancelado
10861;Ana Beatriz Sampaio;29;756.802.149-11;Feminino;Solteiro;lgomes@example.org;+55 (051) 5507 6191;Lopes da Serra;BA;Hyundai;HB20S;2023;Vermelho;193858,46;2024-07-01;Financiamento;167604,85;4894,08;21359,529999999984;2024-04-09;83;Alexia Cavalcanti;Busca Direta;6;Cancelado
10862;Jade Fernandes;65;625.914.783-09;Feminino;Viúvo;dfogaca@example.com;+55 (071) 2703-2291;Fogaça;SP;Honda;Fit;2020;Prata;148921,13;2024-10-03;Leasing;125073,1;1215,02;22633,01;2024-08-02;62;Luna Lima;Busca Direta;10;Pago
